# frame 	 heights
0 3
1000 3
2000 3
3000 3
4000 3
5000 3
6000 3
7000 3
8000 3
9000 3
10000 3
11000 3
12000 3
13000 3
14000 3
15000 3
16000 3
17000 3
18000 3
19000 3
20000 3
21000 3
22000 3
23000 3
24000 3
25000 3
26000 3
27000 3
28000 3
29000 3
30000 3
31000 3
32000 3
33000 3
34000 3
35000 3
36000 3
37000 3
38000 3
39000 3
40000 3
41000 3
42000 3
43000 3
44000 3
45000 3
46000 3
47000 3
48000 3
49000 3
50000 3
51000 3
52000 3
53000 3
54000 3
55000 3
56000 3
57000 3
58000 3
59000 3
60000 3
61000 3
62000 3
63000 3
64000 3
65000 3
66000 3
67000 3
68000 3
69000 3
70000 3
71000 3
72000 3
73000 3
74000 3
75000 3
76000 3
77000 3
78000 3
79000 3
80000 3
81000 3
82000 3
83000 3
84000 3
85000 3
86000 3
87000 3
88000 3
89000 3
90000 3
91000 3
92000 3
93000 3
94000 3
95000 3
96000 3
97000 3
98000 3
99000 3
100000 3
101000 3
102000 3
103000 3
104000 3
105000 3
106000 3
107000 3
108000 3
109000 3
110000 3
111000 3
112000 3
113000 3
114000 3
115000 3
116000 3
117000 3
118000 3
119000 3
120000 3
121000 3
122000 3
123000 3
124000 3
125000 3
126000 3
127000 3
128000 3
129000 3
130000 3
131000 3
132000 3
133000 3
134000 3
135000 3
136000 3
137000 3
138000 3
139000 3
140000 3
141000 3
142000 3
143000 3
144000 3
145000 3
146000 3
147000 3
148000 3
149000 3
150000 3
151000 3
152000 3
153000 3
154000 3
155000 3
156000 3
157000 3
158000 3
159000 3
160000 3
161000 3
162000 3
163000 3
164000 3
165000 3
166000 3
167000 3
168000 3
169000 3
170000 3
171000 3
172000 3
173000 3
174000 3
175000 3
176000 3
177000 3
178000 3
179000 3
180000 3
181000 3
182000 3
183000 3
184000 3
185000 3
186000 3
187000 3
188000 3
189000 3
190000 3
191000 3
192000 3
193000 3
194000 3
195000 3
196000 3
197000 3
198000 3
199000 3
200000 3
201000 3
202000 3
203000 3
204000 3
205000 3
206000 3
207000 3
208000 3
209000 3
210000 3
211000 3
212000 3
213000 3
214000 3
215000 3
216000 3
217000 3
218000 3
219000 3
220000 3
221000 3
222000 3
223000 3
224000 3
225000 3
226000 3
227000 3
228000 3
229000 3
230000 3
231000 3
232000 3
233000 3
234000 3
235000 3
236000 3
237000 3
238000 3
239000 3
240000 3
241000 3
242000 3
243000 3
244000 3
245000 3
246000 3
247000 3
248000 3
249000 3
250000 3
251000 3
252000 3
253000 3
254000 3
255000 3
256000 3
257000 3
258000 3
259000 3
260000 3
261000 3
262000 3
263000 3
264000 3
265000 3
266000 3
267000 3
268000 3
269000 3
270000 3
271000 3
272000 3
273000 3
274000 3
275000 3
276000 3
277000 3
278000 3
279000 3
280000 3
281000 3
282000 3
283000 3
284000 3
285000 3
286000 3
287000 3
288000 3
289000 3
290000 3
291000 3
292000 3
293000 3
294000 3
295000 3
296000 3
297000 3
298000 3
299000 3
300000 3
301000 3
302000 3
303000 3
304000 3
305000 3
306000 3
307000 3
308000 3
309000 3
310000 3
311000 3
312000 3
313000 3
314000 3
315000 3
316000 3
317000 3
318000 3
319000 3
320000 3
321000 3
322000 3
323000 3
324000 3
325000 3
326000 3
327000 3
328000 3
329000 3
330000 3
331000 3
332000 3
333000 3
334000 3
335000 3
336000 3
337000 3
338000 3
339000 3
340000 3
341000 3
342000 3
343000 3
344000 3
345000 3
346000 3
347000 3
348000 3
349000 3
350000 3
351000 3
352000 3
353000 3
354000 3
355000 3
356000 3
357000 3
358000 3
359000 3
360000 3
361000 3
362000 3
363000 3
364000 3
365000 3
366000 3
367000 3
368000 3
369000 3
370000 3
371000 3
372000 3
373000 3
374000 3
375000 3
376000 3
377000 3
378000 3
379000 3
380000 3
381000 3
382000 3
383000 3
384000 3
385000 3
386000 3
387000 3
388000 3
389000 3
390000 3
391000 3
392000 3
393000 3
394000 3
395000 3
396000 3
397000 3
398000 3
399000 3
400000 3
401000 3
402000 3
403000 3
404000 3
405000 3
406000 3
407000 3
408000 3
409000 3
410000 3
411000 3
412000 3
413000 3
414000 3
415000 3
416000 3
417000 3
418000 3
419000 3
420000 3
421000 3
422000 3
423000 3
424000 3
425000 3
426000 3
427000 3
428000 3
429000 3
430000 3
431000 3
432000 3
433000 3
434000 3
435000 3
436000 3
437000 3
438000 3
439000 3
440000 3
441000 3
442000 3
443000 3
444000 3
445000 3
446000 3
447000 3
448000 3
449000 3
450000 3
451000 3
452000 3
453000 3
454000 3
455000 3
456000 3
457000 3
458000 3
459000 3
460000 3
461000 3
462000 3
463000 3
464000 3
465000 3
466000 3
467000 3
468000 3
469000 3
470000 3
471000 3
472000 3
473000 3
474000 3
475000 3
476000 3
477000 3
478000 3
479000 3
480000 3
481000 3
